name,category,source,license,version,author,date,status,batch,file,notes
spr_char_customer_vizinho,character,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Characters/spr_char_customer_vizinho.png,"pedidos 6 retratos em 2×3; vieram 8 em 2×4 (um rival homem e um turista sem câmera a mais, viram variantes b) — aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_char_customer_turista_a,character,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Characters/spr_char_customer_turista_a.png,"pedidos 6 retratos em 2×3; vieram 8 em 2×4 (um rival homem e um turista sem câmera a mais, viram variantes b) — aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"") — turista canônico: camisa floral + câmera, como pede customers.json"
spr_char_customer_turista_b,character,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Characters/spr_char_customer_turista_b.png,"pedidos 6 retratos em 2×3; vieram 8 em 2×4 (um rival homem e um turista sem câmera a mais, viram variantes b) — aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_grill_lata_valente_evo2,grill,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Grills/spr_grill_lata_valente_evo2.png,"aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_grill_lata_valente_evo3,grill,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Grills/spr_grill_lata_valente_evo3.png,"aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
ic_coin,ui,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-04,Assets/Art/UI/Icons/ic_coin.png,"rejeitado pelo dono em 2026-09-25: refazer o lote inteiro no lote 04 (grelhas com guia de layout, maminha distinguishable do contra-filé, ícones e fundos regenerados no mesmo lote) — reprocessa a linha rejeitada de lote-03 — aprovado pelo dono em 2026-09-25, exceto as 3 linhas abaixo (reforço no lote 05 com o prompt MOUTH_IS_THE_REF)"
ic_ember,ui,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-04,Assets/Art/UI/Icons/ic_ember.png,"rejeitado pelo dono em 2026-09-25: refazer o lote inteiro no lote 04 (grelhas com guia de layout, maminha distinguishable do contra-filé, ícones e fundos regenerados no mesmo lote) — reprocessa a linha rejeitada de lote-03 — aprovado pelo dono em 2026-09-25, exceto as 3 linhas abaixo (reforço no lote 05 com o prompt MOUTH_IS_THE_REF)"
ic_star,ui,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-04,Assets/Art/UI/Icons/ic_star.png,"rejeitado pelo dono em 2026-09-25: refazer o lote inteiro no lote 04 (grelhas com guia de layout, maminha distinguishable do contra-filé, ícones e fundos regenerados no mesmo lote) — reprocessa a linha rejeitada de lote-03 — aprovado pelo dono em 2026-09-25, exceto as 3 linhas abaixo (reforço no lote 05 com o prompt MOUTH_IS_THE_REF)"
ic_clock,ui,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-04,Assets/Art/UI/Icons/ic_clock.png,"rejeitado pelo dono em 2026-09-25: refazer o lote inteiro no lote 04 (grelhas com guia de layout, maminha distinguishable do contra-filé, ícones e fundos regenerados no mesmo lote) — reprocessa a linha rejeitada de lote-03 — aprovado pelo dono em 2026-09-25, exceto as 3 linhas abaixo (reforço no lote 05 com o prompt MOUTH_IS_THE_REF)"
ic_flame,ui,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-04,Assets/Art/UI/Icons/ic_flame.png,"rejeitado pelo dono em 2026-09-25: refazer o lote inteiro no lote 04 (grelhas com guia de layout, maminha distinguishable do contra-filé, ícones e fundos regenerados no mesmo lote) — reprocessa a linha rejeitada de lote-03 — aprovado pelo dono em 2026-09-25, exceto as 3 linhas abaixo (reforço no lote 05 com o prompt MOUTH_IS_THE_REF)"
ic_check,ui,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-04,Assets/Art/UI/Icons/ic_check.png,"rejeitado pelo dono em 2026-09-25: refazer o lote inteiro no lote 04 (grelhas com guia de layout, maminha distinguishable do contra-filé, ícones e fundos regenerados no mesmo lote) — reprocessa a linha rejeitada de lote-03 — aprovado pelo dono em 2026-09-25, exceto as 3 linhas abaixo (reforço no lote 05 com o prompt MOUTH_IS_THE_REF)"
ic_chest,ui,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-04,Assets/Art/UI/Icons/ic_chest.png,"rejeitado pelo dono em 2026-09-25: refazer o lote inteiro no lote 04 (grelhas com guia de layout, maminha distinguishable do contra-filé, ícones e fundos regenerados no mesmo lote) — reprocessa a linha rejeitada de lote-03 — aprovado pelo dono em 2026-09-25, exceto as 3 linhas abaixo (reforço no lote 05 com o prompt MOUTH_IS_THE_REF)"
ic_booster,ui,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-04,Assets/Art/UI/Icons/ic_booster.png,"rejeitado pelo dono em 2026-09-25: refazer o lote inteiro no lote 04 (grelhas com guia de layout, maminha distinguishable do contra-filé, ícones e fundos regenerados no mesmo lote) — reprocessa a linha rejeitada de lote-03 — aprovado pelo dono em 2026-09-25, exceto as 3 linhas abaixo (reforço no lote 05 com o prompt MOUTH_IS_THE_REF)"
ic_lock,ui,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-04,Assets/Art/UI/Icons/ic_lock.png,"rejeitado pelo dono em 2026-09-25: refazer o lote inteiro no lote 04 (grelhas com guia de layout, maminha distinguishable do contra-filé, ícones e fundos regenerados no mesmo lote) — reprocessa a linha rejeitada de lote-03 — aprovado pelo dono em 2026-09-25, exceto as 3 linhas abaixo (reforço no lote 05 com o prompt MOUTH_IS_THE_REF)"
ic_grill_size,ui,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-04,Assets/Art/UI/Icons/ic_grill_size.png,"rejeitado pelo dono em 2026-09-25: refazer o lote inteiro no lote 04 (grelhas com guia de layout, maminha distinguishable do contra-filé, ícones e fundos regenerados no mesmo lote) — reprocessa a linha rejeitada de lote-03 — aprovado pelo dono em 2026-09-25, exceto as 3 linhas abaixo (reforço no lote 05 com o prompt MOUTH_IS_THE_REF)"
ic_heat,ui,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-04,Assets/Art/UI/Icons/ic_heat.png,"rejeitado pelo dono em 2026-09-25: refazer o lote inteiro no lote 04 (grelhas com guia de layout, maminha distinguishable do contra-filé, ícones e fundos regenerados no mesmo lote) — reprocessa a linha rejeitada de lote-03 — aprovado pelo dono em 2026-09-25, exceto as 3 linhas abaixo (reforço no lote 05 com o prompt MOUTH_IS_THE_REF)"
ic_stability,ui,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-04,Assets/Art/UI/Icons/ic_stability.png,"rejeitado pelo dono em 2026-09-25: refazer o lote inteiro no lote 04 (grelhas com guia de layout, maminha distinguishable do contra-filé, ícones e fundos regenerados no mesmo lote) — reprocessa a linha rejeitada de lote-03 — aprovado pelo dono em 2026-09-25, exceto as 3 linhas abaixo (reforço no lote 05 com o prompt MOUTH_IS_THE_REF)"
ic_speed,ui,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-04,Assets/Art/UI/Icons/ic_speed.png,"rejeitado pelo dono em 2026-09-25: refazer o lote inteiro no lote 04 (grelhas com guia de layout, maminha distinguishable do contra-filé, ícones e fundos regenerados no mesmo lote) — reprocessa a linha rejeitada de lote-03 — aprovado pelo dono em 2026-09-25, exceto as 3 linhas abaixo (reforço no lote 05 com o prompt MOUTH_IS_THE_REF)"
ic_charcoal,ui,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-04,Assets/Art/UI/Icons/ic_charcoal.png,"rejeitado pelo dono em 2026-09-25: refazer o lote inteiro no lote 04 (grelhas com guia de layout, maminha distinguishable do contra-filé, ícones e fundos regenerados no mesmo lote) — reprocessa a linha rejeitada de lote-03 — aprovado pelo dono em 2026-09-25, exceto as 3 linhas abaixo (reforço no lote 05 com o prompt MOUTH_IS_THE_REF)"
ic_charcoal_quality,ui,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-04,Assets/Art/UI/Icons/ic_charcoal_quality.png,"rejeitado pelo dono em 2026-09-25: refazer o lote inteiro no lote 04 (grelhas com guia de layout, maminha distinguishable do contra-filé, ícones e fundos regenerados no mesmo lote) — reprocessa a linha rejeitada de lote-03 — aprovado pelo dono em 2026-09-25, exceto as 3 linhas abaixo (reforço no lote 05 com o prompt MOUTH_IS_THE_REF)"
ic_auto_refill,ui,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-04,Assets/Art/UI/Icons/ic_auto_refill.png,"rejeitado pelo dono em 2026-09-25: refazer o lote inteiro no lote 04 (grelhas com guia de layout, maminha distinguishable do contra-filé, ícones e fundos regenerados no mesmo lote) — reprocessa a linha rejeitada de lote-03 — aprovado pelo dono em 2026-09-25, exceto as 3 linhas abaixo (reforço no lote 05 com o prompt MOUTH_IS_THE_REF)"
ic_knife,ui,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-04,Assets/Art/UI/Icons/ic_knife.png,"rejeitado pelo dono em 2026-09-25: refazer o lote inteiro no lote 04 (grelhas com guia de layout, maminha distinguishable do contra-filé, ícones e fundos regenerados no mesmo lote) — reprocessa a linha rejeitada de lote-03 — aprovado pelo dono em 2026-09-25, exceto as 3 linhas abaixo (reforço no lote 05 com o prompt MOUTH_IS_THE_REF)"
ic_board,ui,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-04,Assets/Art/UI/Icons/ic_board.png,"rejeitado pelo dono em 2026-09-25: refazer o lote inteiro no lote 04 (grelhas com guia de layout, maminha distinguishable do contra-filé, ícones e fundos regenerados no mesmo lote) — reprocessa a linha rejeitada de lote-03 — aprovado pelo dono em 2026-09-25, exceto as 3 linhas abaixo (reforço no lote 05 com o prompt MOUTH_IS_THE_REF)"
spr_grill_ze_da_esquina_evo1,grill,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-26,approved,lote-08,Assets/Art/Sprites/Grills/spr_grill_ze_da_esquina_evo1.png,"dono, 2026-09-26: ""os outros estão aprovados"" — leito ok pela régua (ze 1,72:1 faixa 96 · espeto 2,23:1 faixa 81), recorte ainda largo (0,48 / 0,44) aceito com a ressalva registrada"
spr_grill_parrilla_chef_cisma_evo1,grill,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-26,approved,lote-07,Assets/Art/Sprites/Grills/spr_grill_parrilla_chef_cisma_evo1.png,"boca conformada ×1.132 pelo padrão grill.art — aprovado pelo dono em 2026-09-26 (lote 07: identidades dele, câmera da foto dele)"
spr_grill_fornalha_dragao_manso_evo1,grill,ai-assisted,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-26,pending,lote-09,Assets/Art/Sprites/Grills/spr_grill_fornalha_dragao_manso_evo1.png,
bg_restaurant_espetinho_rua,background,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-04,Assets/Art/Backgrounds/bg_restaurant_espetinho_rua.png,"rejeitado pelo dono em 2026-09-25: refazer o lote inteiro no lote 04 (grelhas com guia de layout, maminha distinguishable do contra-filé, ícones e fundos regenerados no mesmo lote) — reprocessa a linha rejeitada de lote-03 — aprovado pelo dono em 2026-09-25, exceto as 3 linhas abaixo (reforço no lote 05 com o prompt MOUTH_IS_THE_REF)"
bg_restaurant_trailer,background,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-04,Assets/Art/Backgrounds/bg_restaurant_trailer.png,"rejeitado pelo dono em 2026-09-25: refazer o lote inteiro no lote 04 (grelhas com guia de layout, maminha distinguishable do contra-filé, ícones e fundos regenerados no mesmo lote) — reprocessa a linha rejeitada de lote-03 — aprovado pelo dono em 2026-09-25, exceto as 3 linhas abaixo (reforço no lote 05 com o prompt MOUTH_IS_THE_REF)"
bg_restaurant_churrascaria_bairro,background,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-04,Assets/Art/Backgrounds/bg_restaurant_churrascaria_bairro.png,"rejeitado pelo dono em 2026-09-25: refazer o lote inteiro no lote 04 (grelhas com guia de layout, maminha distinguishable do contra-filé, ícones e fundos regenerados no mesmo lote) — reprocessa a linha rejeitada de lote-03 — aprovado pelo dono em 2026-09-25, exceto as 3 linhas abaixo (reforço no lote 05 com o prompt MOUTH_IS_THE_REF)"
spr_food_contra_file_raw,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-04,Assets/Art/Sprites/Food/spr_food_contra_file_raw.png,"rejeitado pelo dono em 2026-09-25: refazer o lote inteiro no lote 04 (grelhas com guia de layout, maminha distinguishable do contra-filé, ícones e fundos regenerados no mesmo lote) — reprocessa a linha rejeitada de lote-03 — aprovado pelo dono em 2026-09-25, exceto as 3 linhas abaixo (reforço no lote 05 com o prompt MOUTH_IS_THE_REF)"
spr_food_contra_file_rare,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-04,Assets/Art/Sprites/Food/spr_food_contra_file_rare.png,"rejeitado pelo dono em 2026-09-25: refazer o lote inteiro no lote 04 (grelhas com guia de layout, maminha distinguishable do contra-filé, ícones e fundos regenerados no mesmo lote) — reprocessa a linha rejeitada de lote-03 — aprovado pelo dono em 2026-09-25, exceto as 3 linhas abaixo (reforço no lote 05 com o prompt MOUTH_IS_THE_REF)"
spr_food_contra_file_medium,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-04,Assets/Art/Sprites/Food/spr_food_contra_file_medium.png,"rejeitado pelo dono em 2026-09-25: refazer o lote inteiro no lote 04 (grelhas com guia de layout, maminha distinguishable do contra-filé, ícones e fundos regenerados no mesmo lote) — reprocessa a linha rejeitada de lote-03 — aprovado pelo dono em 2026-09-25, exceto as 3 linhas abaixo (reforço no lote 05 com o prompt MOUTH_IS_THE_REF)"
spr_food_contra_file_well,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-04,Assets/Art/Sprites/Food/spr_food_contra_file_well.png,"rejeitado pelo dono em 2026-09-25: refazer o lote inteiro no lote 04 (grelhas com guia de layout, maminha distinguishable do contra-filé, ícones e fundos regenerados no mesmo lote) — reprocessa a linha rejeitada de lote-03 — aprovado pelo dono em 2026-09-25, exceto as 3 linhas abaixo (reforço no lote 05 com o prompt MOUTH_IS_THE_REF)"
spr_food_contra_file_burned,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-04,Assets/Art/Sprites/Food/spr_food_contra_file_burned.png,"rejeitado pelo dono em 2026-09-25: refazer o lote inteiro no lote 04 (grelhas com guia de layout, maminha distinguishable do contra-filé, ícones e fundos regenerados no mesmo lote) — reprocessa a linha rejeitada de lote-03 — aprovado pelo dono em 2026-09-25, exceto as 3 linhas abaixo (reforço no lote 05 com o prompt MOUTH_IS_THE_REF)"
spr_food_contra_file_served,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-04,Assets/Art/Sprites/Food/spr_food_contra_file_served.png,"rejeitado pelo dono em 2026-09-25: refazer o lote inteiro no lote 04 (grelhas com guia de layout, maminha distinguishable do contra-filé, ícones e fundos regenerados no mesmo lote) — reprocessa a linha rejeitada de lote-03 — aprovado pelo dono em 2026-09-25, exceto as 3 linhas abaixo (reforço no lote 05 com o prompt MOUTH_IS_THE_REF)"
spr_food_maminha_raw,food,ai-assisted,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-26,pending,lote-05,Assets/Art/Sprites/Food/spr_food_maminha_raw.png,
spr_food_maminha_rare,food,ai-assisted,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-26,pending,lote-05,Assets/Art/Sprites/Food/spr_food_maminha_rare.png,
spr_food_maminha_medium,food,ai-assisted,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-26,pending,lote-05,Assets/Art/Sprites/Food/spr_food_maminha_medium.png,
spr_food_maminha_well,food,ai-assisted,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-26,pending,lote-05,Assets/Art/Sprites/Food/spr_food_maminha_well.png,
spr_food_maminha_burned,food,ai-assisted,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-26,pending,lote-05,Assets/Art/Sprites/Food/spr_food_maminha_burned.png,
spr_food_maminha_served,food,ai-assisted,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-26,pending,lote-05,Assets/Art/Sprites/Food/spr_food_maminha_served.png,
spr_grill_ze_da_esquina_evo2,grill,ai-assisted,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-26,pending,lote-06,Assets/Art/Sprites/Grills/spr_grill_ze_da_esquina_evo2.png,
spr_grill_ze_da_esquina_evo3,grill,ai-assisted,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-26,pending,lote-06,Assets/Art/Sprites/Grills/spr_grill_ze_da_esquina_evo3.png,
spr_grill_parrilla_chef_cisma_evo2,grill,ai-assisted,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-26,pending,lote-06,Assets/Art/Sprites/Grills/spr_grill_parrilla_chef_cisma_evo2.png,boca conformada ×1.353 pelo padrão grill.art
spr_grill_parrilla_chef_cisma_evo3,grill,ai-assisted,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-26,pending,lote-06,Assets/Art/Sprites/Grills/spr_grill_parrilla_chef_cisma_evo3.png,
spr_grill_fornalha_dragao_manso_evo2,grill,ai-assisted,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-26,pending,lote-06,Assets/Art/Sprites/Grills/spr_grill_fornalha_dragao_manso_evo2.png,boca conformada ×1.161 pelo padrão grill.art
spr_grill_fornalha_dragao_manso_evo3,grill,ai-assisted,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-26,pending,lote-06,Assets/Art/Sprites/Grills/spr_grill_fornalha_dragao_manso_evo3.png,boca conformada ×1.084 pelo padrão grill.art
spr_grill_grelha_de_praca_evo1,grill,ai-assisted,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-26,pending,lote-09,Assets/Art/Sprites/Grills/spr_grill_grelha_de_praca_evo1.png,boca conformada ×1.101 pelo padrão grill.art
spr_grill_espeto_do_neno_evo1,grill,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-26,approved,lote-08,Assets/Art/Sprites/Grills/spr_grill_espeto_do_neno_evo1.png,"dono, 2026-09-26: ""os outros estão aprovados"" — leito ok pela régua (ze 1,72:1 faixa 96 · espeto 2,23:1 faixa 81), recorte ainda largo (0,48 / 0,44) aceito com a ressalva registrada"
spr_grill_tambor_vertical_evo1,grill,ai-assisted,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-26,pending,lote-09,Assets/Art/Sprites/Grills/spr_grill_tambor_vertical_evo1.png,
spr_grill_parrilla_do_cais_evo1,grill,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-26,approved,lote-07,Assets/Art/Sprites/Grills/spr_grill_parrilla_do_cais_evo1.png,"boca conformada ×1.017 pelo padrão grill.art — aprovado pelo dono em 2026-09-26 (lote 07: identidades dele, câmera da foto dele)"
spr_grill_fornalha_da_orla_evo1,grill,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-26,approved,lote-07,Assets/Art/Sprites/Grills/spr_grill_fornalha_da_orla_evo1.png,"boca conformada ×1.048 pelo padrão grill.art — aprovado pelo dono em 2026-09-26 (lote 07: identidades dele, câmera da foto dele)"
spr_grill_cozinha_do_campeao_evo1,grill,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-26,approved,lote-07,Assets/Art/Sprites/Grills/spr_grill_cozinha_do_campeao_evo1.png,"boca conformada ×1.182 pelo padrão grill.art — aprovado pelo dono em 2026-09-26 (lote 07: identidades dele, câmera da foto dele)"
spr_grill_fogueira_no_chao_evo1,grill,ai-assisted,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-26,pending,lote-07,Assets/Art/Sprites/Grills/spr_grill_fogueira_no_chao_evo1.png,
